,licence_type,license_no,business_name,dba,street_address,zip_code,city,county,telephone_number,email,hours_of_operation,expiration_date
1917,Dispensary,DAAA-K8U9-U4AK,"Cali Clouds, LLC",NONE,8 12th Avenue NW,73401,Ardmore,Carter,(510) 499-2726,cali@calicloudsllc.com,not open currently under construction until June/July,2023-12-22
1918,Dispensary,DAAA-020P-A636,Indica Cannabis Co.,Indica Cannabis Co.,12404 North Macarthur Boulevard,73142,Oklahoma City,Oklahoma,(361) 550-2764,indicacannabisco@gmail.com,Mon-Friday 8-5,2023-12-22
1919,Dispensary,DAAA-UPVB-N2C9,Wolfpack Farms LLC,Wolfpack Farms,405 N Wilson St,74301,Vinita,Craig,(918) 782-0099,matchbox420.vinita@gmail.com,9:00am-8:00pm Tuesday Through Saturday,2023-12-22
1920,Dispensary,DAAA-39MJ-YCX8,firehouse craft cannabis llc,firehouse craft cannabis llc,,73448,Marietta,Love,(940) 902-1090,firehousecc420@gmail.com,9:00 am- 5:00 pm,2023-12-22
1921,Dispensary,DAAA-ODTF-NQO5,house of o & grow inc,house of o & grow inc,,73401,Ardmore,Carter,(580) 221-4889,johntanner81@outlook.com,9:00 am- 5:00 pm,2023-12-22
1922,Dispensary,DAAA-CCPW-P3BA,OMMD LLC,OMMD LLC,,73069,Norman,Cleveland,(405) 934-2779,ommdlicensing@gmail.com,9-5,2023-12-23
1923,Dispensary,DAAA-IAQ6-PHAE,"Wholesale Cannabis Company 1, LLC","Wholesale Cannabis Company 1, LLC",,74066,Mounds,Creek,(918) 541-4146,wccllcok@gmail.com,N/A,2023-12-23
1924,Dispensary,DAAA-NK3S-7QCY,Simply Plus Fire LLC,Simply Plus Fire LLC,,74006,Bartlesville,Washington,(918) 986-6706,simplyplusfire@hotmail.com,N/A,2023-12-23
1925,Dispensary,DAAA-4WI4-MIR2,the lighthouse dispensary 2 llc,the lighthouse dispensary 2 llc,10902 N May Ave,73120,Oklahoma City,Oklahoma,(405) 887-2040,khill1287@gmail.com,N/A,2023-12-28
1926,Dispensary,DAAA-0AWL-8WAE,The greenhouse and supply co #5 llc,The greenhouse and supply co #5 llc,515 n rush ave,73082,Rush springs,Grady,(405) 933-4114,thegreenhouseandsupplyco@yahoo.com,9 am-9pm,2023-12-28
1927,Dispensary,DAAA-MITV-3JE2,Exhale Brand TWO LLC,Exhale Brand TWO LLC,1135 n kickapoo ave,74801,Shawnee,Pottawatomie,(405) 259-6070,exhalebrandstwo@gmail.com,Sunday- Thursday 10am -10PM Friday &Saturday 10 AM - 12AM,2023-12-28
1928,Dispensary,DAAA-HFYP-RJE5,CNC Retailers LLC,CNC Retailers LLC,"1801 S Park Dr, Suite A",74728,Broken Bow,McCurtain,(405) 714-1148,wildherb420@gmail.com,N/A,2023-12-28
1929,Dispensary,DAAA-RV7B-QGDF,"Red-Tail Dispensary, LLC",Red-Tail Dispensary,101 N 6th Street,73750,Kingfisher,Kingfisher,(405) 503-4581,lee.bernbaum@cox.net,10am-6pm,2023-12-28
1930,Dispensary,DAAA-R5AK-8OAH,TGM Farms LLC,TGM Farms LLC,1672 E BELL RD,74525,ATOKA,Atoka,1 (214) 900-2455,marciophillips@yahoo.com,N/A,2023-12-28
1931,Dispensary,DAAA-5DN8-USYT,"SOCO, LLC",Pot Lizard,814 S Willow,74072,South Coffeyville,Nowata,(918) 430-6101,ilikeit814@gmail.com,08:00 a.m. - 10:00 p.m.,2023-12-28
1932,Dispensary,DAAA-MENL-0E0Z,SHAKE SHACK LLC,SHAKE SHACK LLC,8907 NW CACHE RD,73505,LAWTON,Comanche,(580) 585-4948,shakeshackok@gmail.com,24/7,2023-12-28
1933,Dispensary,DAAA-YUJG-U6NP,Lokol Smokehouse LLC,Bigfoot Cannabis Co. II,,74467,Wagoner,Wagoner,(918) 694-9837,backporch918@gmail.com,Monday-Sunday 9:00am - 9:00pm,2023-12-28
1934,Dispensary,DAAA-8IWY-9ATY,Flower Headz LLC,Flower Headz,929 South Mississippi Avenue,74820,Ada,Pontotoc,1 (214) 404-6536,flowerheadzok@gmail.com,N/A,2023-12-29
1935,Dispensary,DAAA-9A5F-RW04,Highbiz Spot LLC,Highbiz Spot LLC,,74403,Muskogee,Muskogee,(312) 593-5759,highbizspot@gmail.com,N/A,2023-12-29
1936,Dispensary,DAAA-RCWU-JHX5,Canna Land LLC,Canna Land LLC,,73160,Moore,Cleveland,(972) 232-2232,admin@cannalandok.com,M-S 9am-9pm,2023-12-29
1937,Dispensary,DAAA-ECEQ-DJNM,"KINGDICA, LLC","KINGDICA, LLC",4401 N Santa Fe Ave,73118,Oklahoma City,Oklahoma,(720) 934-0113,jpcannagroup@gmail.com,N/A,2023-12-29
1938,Dispensary,DAAA-W77X-W4HN,Kush Museum,Kush Museum,,73141,Oklahoma City,Oklahoma,(405) 987-0146,dalaeshiamcbroom.kg@gmail.com,N/A,2023-12-29
1939,Dispensary,DAAA-EGM2-2ZFT,Elysian Vision Inc,Elysian Vision Inc,,74852,MACOMB,Pottawatomie,(951) 733-4611,elysianvision@yahoo.com,N/A,2023-12-29
1940,Dispensary,DAAA-RTLT-WHJX,Green Goddess Dispensary,Green Goddess Dispensary,520 N Main St,74012,Broken Arrow,Tulsa,(918) 259-9901,info@greengoddessdispensary.biz,Sunday-Saturday 24 hours,2023-12-30
1941,Dispensary,DAAA-RV73-37BU,H2Organics LLC,Canna Crib,1300 Sam Noble Parkway,73401,Ardmore,Carter,(580) 276-6700,moriah@totalrxservices.com,N/A,2023-12-30
1942,Dispensary,DAAA-0VGE-Q7UF,"GOD'S PLAN 2, LLC","GOD'S PLAN 2, LLC",,73025,Edmond,Logan,(303) 808-6983,godsplanokc2@gmail.com,9am-5pm,2023-12-30
1943,Dispensary,DAAA-IF06-I98K,Mark Horstman and Anette Horstman,Valhalla Meds/ Valhalla Dispensary,102 US Highway 59 South,74937,Heavener,Le Flore,(918) 370-3014,valhallameds@gmail.com,9am-11pm,2023-12-30
1944,Dispensary,DAAA-A7PU-USSV,Bao Loc Enterprises LLC,Jade Dispensary #2,,73149,Oklahoma City,Oklahoma,(405) 601-1495,tjimtruong@yahoo.com,N/A,2023-12-30
1945,Dispensary,DAAA-D0JW-FT2N,"Sun Glow Farms Dispensary, LLC","Sun Glow Farms Dispensary, LLC",,73434,Foster,Stephens,(405) 877-2888,sunglowfarmsdispensary@gmail.com,10am - 4pm,2023-12-30
1946,Dispensary,DAAA-PEZJ-FV8Y,"178500 Duncan, LLC","178500 Duncan, LLC",178500 N 2972 Rd,73533,Duncan,Stephens,(520) 414-2220,tgawillaz@gmail.com,N/A,2023-12-30
1947,Dispensary,DAAA-MS33-ON31,Green Soul Dispensary,Green Soul Dispensary,,73042,gracemont,Caddo,(347) 631-2367,elreda.abe@gmail.com,11am-8pm,2023-12-30
1948,Dispensary,DAAA-81PP-6YTY,2311 WONDERLAND LLC,OKIE WONDERLAND MIDTOWN,,74104,Tulsa,Tulsa,(310) 279-9521,alansoleyman@yahoo.com,N/A,2023-12-30
1949,Dispensary,DAAA-MAO9-4J4Q,Mariteq Dispensaries LLC,Redbird Birdhouse Enid,,73701,Enid,Garfield,(918) 797-0771,smoton@redbirdmmj.com,Monday - Saturday 8a - 6p,2024-01-03
1950,Dispensary,DAAA-0ZFY-RLKR,"J DUB DISPENSARY, LLC","J DUB DISPENSARY, LLC",503 W MAIN ST,74701-5028,DURANT,Bryan,(580) 740-6117,jdubdispensary22@gmail.com,MONDAY - SUNDAY 9 AM - 9 PM,2024-01-03
1951,Dispensary,DAAA-R65C-8D9A,"THE FIRE PIT NO. 1, LLC","THE FIRE PIT NO. 1, LLC",,73108,Oklahoma City,Oklahoma,(405) 212-2726,thefirepitokc@gmail.com,N/A,2024-01-03
1952,Dispensary,DAAA-TGB8-DJ6H,OK Herbs,OK Herbs,3096 State Road 91,74731,Colbert,Bryan,(903) 271-2526,joe@mihmproperties.com,N/A,2024-01-03
1953,Dispensary,DAAA-OBLC-EOJX,S Farmers Market LLC,Sage Farmers Market,203 South Klein Avenue suite c,73108,oklahoma city,Oklahoma,(970) 308-8539,kindcreation@gmail.com,N/A,2024-01-03
1954,Dispensary,DAAA-OM1F-0Y52,Strange Astronauts,Strange Astronauts,1427 N Country Club Rd,74820,Ada,Pontotoc,(580) 235-1329,jakebaxter@icloud.com,N/A,2024-01-03
1955,Dispensary,DAAA-ESU8-IUAW,Mint Ventures LLC,Mint Ventures Pharm (MVP),411 W. Waterloo Rd. Ste. C,73025,Edmond,Logan,(405) 365-7674,jhays@aeicorpok.net,6am-2pm M-F,2024-01-03
1956,Dispensary,DAAA-W7BA-9QPT,ISANA HEALTH SCIENCE LLC,penn dispensary,4217 South Pennsylvania Avenue,73119,Oklahoma City,Oklahoma,(405) 602-4928,greatplains28@gmail.com,10:00 am to 5:00 pm,2024-01-03
1957,Dispensary,DAAA-OMNY-70IU,Brandon Hall,,,,boswell,Choctaw,,,,2024-01-03
1958,Dispensary,DAAA-30YR-10J5,Border Town Dispensary LLC,Border Town Dispensary LLC,1303 OK-112,74902,Pocola,Le Flore,(479) 459-8461,bordertowndispensary@gmail.com,Hours will vary,2024-01-03
1959,Dispensary,DAAA-LPV8-R7CE,"Stoned Flower, LLC",Stoned Flower,3131 N. May Ave,73112,Oklahoma City,Oklahoma,(405) 408-6572,stonedflowerokc@gmail.com,24 Hours,2024-01-03
1960,Dispensary,DAAA-U3R1-9J8L,RIDERS IN THE SKY LLC,KUSH GARDENS STORE 13,,74804,Shawnee,Pottawatomie,(405) 669-1938,masonbrianne3@gmail.com,10-10,2024-01-03
1961,Dispensary,DAAA-D5XZ-F6GT,THE GARDEN HOUSE WELLNESS LLC,THE GARDEN HOUSE WELLNESS LLC,,73703,Enid,Garfield,(580) 478-5747,medicalprogrow@gmail.com,N/A,2024-01-04
1962,Dispensary,DAAA-QE0P-SKHO,1 FINE FARMACY LLC,1 FINE FARMACY LLC,,73759,Medford,Grant,(620) 845-4241,1finefarmacy420@gmail.com,Mon-Sun/9am-9pm,2024-01-04
1963,Dispensary,DAAA-XZTH-5JPC,OKIE HIGHLAND FARMS LLC,WEED STOP,,74006,Bartlesville,Washington,(405) 370-4549,okiehighlandfarms@gmail.com,N/A,2024-01-04
1964,Dispensary,DAAA-Z625-F8J6,Mango Group Norman LLC,Mango Group Norman LLC,,73069-1308,Norman,Cleveland,(405) 310-2121,kevin@mangocannabis.com,Sunday-Thursday 10a - 10p; Friday and Saturday 10a - 12a,2024-01-04
1965,Dispensary,DAAA-YC2K-POYH,Tuttle Terp Vibez LLC,"Tuttle Terp Vibez, LLC",,73089,Tuttle,Grady,(714) 797-2976,candyterpz@gmail.com,N/A,2024-01-04
1966,Dispensary,DAAA-V7GO-0WSL,Werewolf Farm Supply Co. LLC,Werewolf Farm Supply Co,2521 Northwest 38th Street,73505,Lawton,Comanche,(580) 951-9449,werewolffarmsupplyco@gmail.com,8:00am - 12:00am,2024-01-04
1967,Dispensary,DAAA-1NPD-P2JZ,2604 KG MUSKOGEE,KUSH GARDENS STORE 12,,74403,Muskogee,Muskogee,(405) 669-1938,masonbrianne3@gmail.com,10-10,2024-01-04
1968,Dispensary,DAAA-92QF-D0A9,4FRONT VENTURES LLC,4FRONT VENTURES LLC,,73068,NOBLE,Cleveland,(405) 550-4442,lynnbradyok@gmail.com,10-4,2024-01-04
1969,Dispensary,DAAA-Q6CQ-MLHU,Munchies Flower co,Munchies Flower co,8333 S shields Blvd A400,73149,Oklahoma City,Oklahoma,(405) 431-7069,rileyventuregroup@gmail.com,9-7,2024-01-04
1970,Dispensary,DAAA-EAFG-AK8I,"Archipelago Operations, LLC","Archipelago Operations, LLC",,73027,COYLE,Logan,(954) 214-0762,luigidedominicis@aol.com,N/A,2024-01-04
1971,Dispensary,DAAA-NRQO-YD7R,BUDS & ROSES DISPENSARY LLC,BUDS & ROSES DISPENSARY LLC,,74447,Okmulgee,Okmulgee,(918) 519-6573,budsandroses2@gmail.com,24/7,2024-01-04
1972,Dispensary,DAAA-JMVW-MG9X,"Prairie Creek Cannabis, LLC","Prairie Creek Cannabis, LLC",,73068,Noble,Cleveland,(405) 476-0103,prairiecreekcannabis@gmail.com,10am- 8pm,2024-01-05
1973,Dispensary,DAAA-98DW-WDHN,Chatley & Son LLC,Wilburton East End Dispensary,1600 E MAIN ST,74578-9670,WILBURTON,Latimer,9184717954,nicholaschatley@hotmail.com,MON-SAT 10AM-8PM,2024-01-05
1974,Dispensary,DAAA-3VRV-1C03,Willies Weed Shop LLC,Willies Weed Shop LLC,343 Brooken Mountain Road,74462,Stigler,Haskell,(918) 226-9023,seqgreen@gmail.com,10a-6p Sunday 10a-8p Monday-Saturday,2024-01-05
1975,Dispensary,DAAA-DEEW-SJVX,Taste of Tulsa llc,Taste of Tulsa llc,4338 North Peoria Avenue,74106,Tulsa,Tulsa,(918) 813-6237,tasteoftulsamedicaldispensary@gmail.com,8am to 8pm,2024-01-05
1976,Dispensary,DAAA-U9FB-9OX2,Iron Wellness Group llc,Pot Ex,1650 N 3rd st,74350,Langley,Mayes,(805) 591-9580,ironwellnessgroup@gmail.com,9am-11pm,2024-01-05
1977,Dispensary,DAAA-6637-H24E,Wholesale Cannabis Company 2,Wholesale Cannabis Company 2,,74447,okmulgee,Okmulgee,(918) 541-4146,wccllcok@gmail.com,N/A,2024-01-05
1978,Dispensary,DAAA-QP29-18K1,Elevation Community LLC,Sparrow Jane Dispensaries,7727 N May Ave,73116,Oklahoma City,Oklahoma,(405) 245-3224,ray@mndlawfirm.com,10:00 am -10:00 pm (Sun-Thurs) and 10:00 am -1:00 AM (Fri-Sat),2024-01-05
1979,Dispensary,DAAA-RIPJ-KVKQ,"Native Harvest, LLC",Native Harvest LLC,733 Asp Ave,73072,NORMAN,Cleveland,(405) 234-6525,marty@nativeharvestfarms.com,9:00 am - 10:00 pm,2024-01-05
1980,Dispensary,DAAA-MSWI-WLBQ,NUGZ LLC,NUGZ,1927 S. Green Ave Suite E,73080,Purcell,McClain,(405) 527-0009,nugzdispo2@gmail.com,N/A,2024-01-05
1981,Dispensary,DAAA-85WN-KDW6,"Native Harvest, LLC","Native Harvest, LLC",122 North Independence Avenue,73701,Enid,Garfield,(405) 234-6525,marty@nativeharvestfarms.com,9:00 am - 10:00 pm,2024-01-05
1982,Dispensary,DAAA-Q6OD-VERO,"2120 NW 23RD, LLC","2120 NW 23RD, LLC",,73034,Edmond,Logan,(405) 408-8296,rockwelldispensary@gmail.com,N/A,2024-01-05
1983,Dispensary,DAAA-SGCL-KC44,Pot Brothers Farms LLC,Pot Brothers Farms LLC,3340 SR 91,74731,Colbert,Bryan,(214) 493-0700,potbrothersfarms@yahoo.com,9-12,2024-01-06
1984,Dispensary,DAAA-F5NR-QRKA,"BLUE BODARK, LLC",Falcanna,,73044,Guthrie,Logan,(405) 250-9464,falcannaok@gmail.com,10AM-9PM or as needed for Dispensary Use,2024-01-06
1985,Dispensary,DAAA-306M-C7HM,The greenhouse and supply co #2 llc,The greenhouse and supply co #2 llc,108 e evans ave,73006,Apache,Caddo,(405) 933-4114,thegreenhouseandsupplyco@yahoo.com,9am-9pm,2024-01-06
1986,Dispensary,DAAA-Q5DN-1JC3,RAMBLIN MANAGEMENT LLC,KUSH GARDENS STORE 16,,74878,TRIBBEY,Pottawatomie,(405) 669-1938,masonbrianne3@gmail.com,10-10,2024-01-06
1987,Dispensary,DAAA-5N4S-00IY,"Lollipot Pharms, LLC","Lollipot Pharms, LLC",33814 Reichert-Summerfield Rd.,74966,Wister,Le Flore,(817) 240-3480,amanda@aimhienterprises.com,10 am - 8 pm CST,2024-01-06
1988,Dispensary,DAAA-A2BB-XQ5Y,Down South Management LLC,Bugsonus,8590 Enterprise Ave.,73068,Noble,Cleveland,(713) 538-6431,thimilangu@gmail.com,N/A,2024-01-06
1989,Dispensary,DAAA-GCSI-G2G0,Naturally Rooted Farms Processing LLC,Naturally Rooted Farmacy,11634 State Highway 87,74740,Haworth,McCurtain,(903) 691-0098,naturallyrootedok@gmail.com,9:00 a.m. to 10:00 p.m.,2024-01-06
1990,Dispensary,DAAA-FTH1-MLIM,"Leo Sun, LLC","Leo Sun, LLC",,74804,Shawnee,Pottawatomie,(405) 210-1409,omma@leosun.co,10-4,2024-01-06
1991,Dispensary,DAAA-Q9AY-SUQ7,"Pistillate, LLC","Pistillate, LLC",,74873,Tecumseh,Pottawatomie,(405) 318-2280,pistillatellc@gmail.com,N/A,2024-01-06
1992,Dispensary,DAAA-GID5-L58W,Spartan Fire LLC,Spartan Fire,,74022,copan,Washington,1 (918) 867-8544,cody@spartanthc.com,N/A,2024-01-06
1993,Dispensary,DAAA-KNRH-YEM3,"Cosmic Nugget Dispensary, LLC","Cosmic Nugget Dispensary, LLC",621B South Jim Thorpe Boulevard,74864,Prague,Lincoln,(405) 567-9000,ted.reno9@gmail.com,10:00 AM to 8:00 PM,2024-01-06
1994,Dispensary,DAAA-I175-H149,Christopher Donohue,The Fire Nation Dispensary,120 Buffalo Street,74729,Caddo,Bryan,(580) 367-7007,cdonohue1982@gmail.com,N/A,2024-01-09
1995,Dispensary,DAAA-IZ3E-XPA5,Sticky Forest OKC Inc,Sticky Forest OKC Inc,,73105,COYLE,Logan,(405) 476-5294,stickyforest@icloud.com,,2024-01-09
1996,Dispensary,DAAA-E054-LAMV,"Maggie's Farm, LLC","Maggie's Farm, LLC",13079 U.S. HWY 59,74941,Keota,Le Flore,1 (918) 776-4512,cwoodlawoffice@sbcglobal.net,8-11pm,2024-01-09
1997,Dispensary,DAAA-M3E5-9GOJ,Mr. Green Riverwind LLC,Great Life Canna Co,1960 W State Highway 9,73072,Norman,Cleveland,(405) 708-0222,greatlifecannabis@gmail.com,N/A,2024-01-09
1998,Dispensary,DAAA-AKXS-3E57,"NEXLEAF DISPENSARY, LLC","NEXLEAF DISPENSARY, LLC","7515 S PENNSYLVANIA AVE, SUITE G",73159,OKLAHOMA CITY,Oklahoma,(623) 313-8147,erica@nexleafok.com,N/A,2024-01-09
1999,Dispensary,DAAA-6WHB-5LQJ,Green Champ LLC,Green Champ LLC,"3621 NW 50th Street, Ste # A",73112,Oklahoma City,Oklahoma,(302) 531-8171,balora2001@hotmail.com,N/A,2024-01-09
2000,Dispensary,DAAA-LV46-CVFV,Monroco Inc,Bud Brothers 101,500 North Main,73521,Altus,Jackson,(580) 481-0919,mmonroe0@gmail.com,N/A,2024-01-09
2001,Dispensary,DAAA-TPE6-SE1M,"OKAF, Inc",Apothecary Extracts,7290 E 15th Suite 3,74421,Beggs,Okmulgee,(405) 400-7720,okaf@aextracts.com,N/A,2024-01-09
2002,Dispensary,DAAA-6R8S-0LPJ,PLANT IT EUPHORIA LLP,PLANT IT EUPHORIA LLP,919 SW SHERIDAN RD,73505,LAWTON,Comanche,(580) 956-6344,plantiteuphoria@gmail.com,Sun. - Thurs. 9 a.m. - 12 a.m.; Fri. & Sat - 9 a.m. - 2 a.m.;,2024-01-09
2003,Dispensary,DAAA-XRRF-VNA5,Jenitex LLC,Jenitex LLC,1522 N 4220 Lot#2,74738,Grant,Choctaw,(469) 793-2803,lindasue1989@gmail.com,8 to 5,2024-01-09
2004,Dispensary,DAAA-YBZG-Y4T2,Ace Distro LLC,Ace Distro LLC,,73726,carmen,Alfalfa,(405) 992-4789,wisechoicecbd@gmail.com,N/A,2024-01-09
2005,Dispensary,DAAA-SSPH-EB1M,Space High Dispensary No2 LLC,Space High Dispensary No2 LLC,8005 South Western Avenue,73139,Oklahoma City,Oklahoma,(214) 901-4271,spacehigh2okc@gmail.com,10:00 AM - 11:00pm,2024-01-09
2006,Dispensary,DAAA-9GKC-CP1U,Big Jerry's Buds Co.,Big Jerry's Buds,,73950,Turpin,Beaver,(580) 539-1118,orders@bigjerrys.com,11 to 7,2024-01-10
2007,Dispensary,DAAA-I6IU-ETW9,"Thackerville 2021, LLC",Thackerville Dispo,11054 E Rogers Rd.,73459,Thackerville,Love,(225) 252-3027,sherry_mix@yahoo.com,,2024-01-10
2008,Dispensary,DAAA-N7HP-C56Y,Blue Sky Buds LLC,Brixx,505 E 58th ST,74074,Stillwater,Payne,(918) 842-7499,josh@brixxcultivation.com,,2024-01-10
2009,Dispensary,DAAA-KQ6L-A0WE,"SG OutLit 2, LLC",SoonerGlue OutLit - Enid,,73034,Edmond,Logan,(405) 719-0037,josh@truesoonerglue.com,N/A,2024-01-10
2010,Dispensary,DAAA-JBWI-N4SA,"Tom River Group, LLC",Tom River Group,602 South Central Ave,74745,Idabel,McCurtain,(903) 826-4248,harriskacey@yahoo.com,N/A,2024-01-10
2011,Dispensary,DAAA-QT37-EWPB,Big Country Investment Group Corporation,Big Country Investment Group Corporation,,74728,Broken Bow,McCurtain,(785) 317-4660,clintonpyatt3@gmail.com,08:00 am-5:00 pm,2024-01-11
2012,Dispensary,DAAA-WEOY-7Z3C,The Main Strain LLC,The Main Strain LLC,3003 W GRAND AVE.,73018-6000,CHICKASHA,Grady,(405) 779-5926,themainstrainllc@gmail.com,N/A,2024-01-11
2013,Dispensary,DAAA-4S71-4ZCC,Our Time Dispensary LLC,Our Time Dispensary LLC,,74401,Muskogee,Muskogee,(918) 685-1268,dinotrevino14@gmail.com,9-5,2024-01-11
2014,Dispensary,DAAA-7QYY-ISZ9,WEED NATION LLC,WEED NATION,"1721 North May Avenue,unit A",73107,Oklahoma city,Oklahoma,(405) 512-1423,theweednationokc@gmail.com,N/A,2024-01-11
2015,Dispensary,DAAA-XHXS-35Y3,Hollywood's House of Fire Incorporated,Hollywood's House of Fire Incorporated,1008 North Washington St,73401,Ardmore,Carter,(580) 341-8911,hollywoodshouseoffire@gmail.com,N/A,2024-01-11
2016,Dispensary,DAAA-VH4N-E316,LT Joint Venture MWC LLC,LT Joint Venture MWC LLC,,73110,Midwest City,Oklahoma,(405) 512-9125,luistorrens@truecastle.com,N/A,2024-01-11
2017,Dispensary,DAAA-6A6S-J7AK,Royce Industries LLc,Casa De Fuego,300 w treat rd Unit B,74948,Muldrow,Sequoyah,(479) 926-1869,royce_industries@yahoo.com,9am-10pm,2024-01-11
2018,Dispensary,DAAA-EXT3-1ZD7,"Huey Blendz, LLC","Huey Blendz, LLC",,73106,OKLAHOMA CITY,Oklahoma,(225) 772-5836,tovermiller@gmail.com,Not operating yet,2024-01-11
2019,Dispensary,DAAA-AYZJ-FN7I,LIQ LLC,BudEaze,5900 W Memorial Rd,73142,Oklahoma City,Oklahoma,(817) 903-2424,gabe.jsanchez24@gmail.com,N/A,2024-01-12
2020,Dispensary,DAAA-XION-UO22,"Mango Group Edmond, LLC",Mango Group Edmond,,73013,Oklahoma City,Oklahoma,(405) 906-3000,kevin@mangocannabis.com,Sunday-Thursday 10a - 10p; Friday and Saturday 10a - 12a,2024-01-12
2021,Dispensary,DAAA-D66H-E5NV,379020 Oklahoma LLC,379020 Oklahoma LLC,,74359,Okemah,Okfuskee,(708) 378-9813,chicagodreamr@icloud.com,10am to 8pm,2024-01-12
2022,Dispensary,DAAA-JH8W-VEG9,"Ramiro Sanchez, LLC",Natural High,12060 N 1860 rd,73662,Sayre,Beckham,(806) 443-5309,sanchez001@icloud.com,N/A,2024-01-12
2023,Dispensary,DAAA-8PJQ-CP5J,"Gladiator Cannabis, LLC","Gladiator Cannabis, LLC",,73069,Norman,Cleveland,(816) 438-5756,lia@gladiatorcannabis.com,9:00 AM - 5:00 PM,2024-01-12
2024,Dispensary,DAAA-100Q-64JN,GOOD VIBES MEDICAL INC,GOOD VIBES MEDICAL INC,28576 US 75 HIGHWAY,74051,OCHELATA,Washington,(918) 397-3280,goodvibesmedical@proton.me,10AM - 10PM,2024-01-12
2025,Dispensary,DAAA-I178-QP4A,LIQ LLC,BudEaze,480 24th Ave Nw,73069,Norman,Cleveland,(817) 903-2424,gabe.jsanchez24@gmail.com,N/A,2024-01-12
2026,Dispensary,DAAA-SZ4M-PNK7,Integrated Farming Oklahoma LLC,Meridian Discount Dispensary,2316 North Meridian Avenue,73107,Oklahoma City,Oklahoma,(405) 818-4672,kabirhomaun@gmail.com,N/A,2024-01-12
2027,Dispensary,DAAA-QLIU-CLVJ,"Ardent West, LLC.","Ardent West, LLC.",,74447,Okmulgee,Okmulgee,(954) 562-9558,ardent3@gmail.com,N/A,2024-01-12
2028,Dispensary,DAAA-AWWX-F3RK,Jakes Beyond Bud Inc.,Jakes Beyond Bud Inc.,,74337,Chouteau,Mayes,(918) 514-4208,jakesbeyondbud@yahoo.com,Mon - Thurs. 10 am-7pm Fri/Sat. 10am-11pm SUN: 12-4pm,2024-01-13
2029,Dispensary,DAAA-UQD9-5UN3,Tulilusa Meds LLC,Tulilusa Meds LLC,18570 Hudson Corner Rd,74941-6545,Keota,Haskell,(918) 413-0600,jrmlovell@yahoo.com,N/A,2024-01-13
2030,Dispensary,DAAA-1PXH-UPO6,Platinum Cannabis group llc,Platinum cannabis,3138 South Garnett Road suite J,74146,Tulsa,Tulsa,(310) 773-1244,alocke00@gmail.com,N/A,2024-01-13
2031,Dispensary,DAAA-0E78-2LY8,"Pure Industries, LLC","Pure Industries, LLC",,73072,Norman,McClain,(405) 482-7775,jackpotdispo@gmail.com,9:00-4:00,2024-01-13
2032,Dispensary,DAAA-2Z66-V8X2,MDS organics,Medical View,1122 W main BLDG 2,74561,Quinton,Pittsburg,(817) 682-3336,saraswatib06@gmail.com,7am-9pm,2024-01-13
2033,Dispensary,DAAA-UEAA-ROVA,"AAA Cannabis, LLC","AAA Cannabis, LLC",100 thomas rd,74501,mcalester,Pittsburg,(530) 308-5771,shawnburcham@aol.com,10-6,2024-01-13
2034,Dispensary,DAAA-6RTX-D8ED,Marleys llc,Marleys llc,,74110,tulsa,Tulsa,(918) 428-6604,kilocartell05@gmail.com,8am-12am,2024-01-13
2035,Dispensary,DAAA-X70K-CWMB,"RED RIVER CANNABIS CO., LLC","RED RIVER CANNABIS CO., LLC",199359 HIGHWAY 36,73531,DEVOL,Cotton,(786) 362-9781,icymeltsdirect@gmail.com,N/A,2024-01-30
2036,Dispensary,DAAA-9NWM-ZV3I,Aaron Benjamin Scheiner,ATG Acres Dispensary,,73009,Binger,Caddo,(916) 889-3127,abscheiner@gmail.com,9:00 am - 4:00 pm Monday - Friday,2024-01-17
2037,Dispensary,DAAA-JJ91-SG7J,LOYD'S OF OKLAHOMA LLC,LOYD'S OF OKLAHOMA LLC,111 S Ash St,74083,Nowata,Nowata,(405) 574-0276,rustyfss@aol.com,10:am- 7;pm,2024-01-17
2038,Dispensary,DAAA-FQXD-7VCX,"Wagon Wheel Distributing, Inc.","Wagon Wheel Distributing, Inc.",238B Gantry Lane,74730,Calera,Bryan,(214) 202-1566,pubco1@gmail.com,0900 - 2000,2024-01-17
2039,Dispensary,DAAA-9CD8-GCQ5,"Tasty Jays, LLC","Tasty Jays, LLC",31180 State Highway 102,74878,Tribbey,Pottawatomie,(405) 541-8098,tastyjays@outlook.com,10-5,2024-01-17
2040,Dispensary,DAAA-TQCG-0GE9,Thats Delicious LLC,Thats Delicious LLC,,74871,STONEWALL,Pontotoc,(580) 235-5517,oklahomatrueorganicsllc@yahoo.com,N/A,2024-01-17
2041,Dispensary,DAAA-J78A-E2YT,Loud House Exotics llc,Loud House Exotics,5606 SE 15th Street,73110,Midwest City,Oklahoma,(954) 471-1507,loudhouseexotics@gmail.com,9am-9pm Mon-Sun,2024-01-17
2042,Dispensary,DAAA-F4Q4-OTP3,Kiowa Wellness Center (KWC) LLC,Kiowa Wellness Center (KWC) LLC,515 SE 5th street,73570-0000,Tipton,Tillman,(580) 379-0798,kwcdispensary@gmail.com,N/A,2024-01-18
